Wall time,Step,Value
1517059710.2121868,0,0.5007120370864868
1517062974.690014,2000,0.5494234561920166
1517066154.645227,4000,0.558383047580719
1517069503.9206913,6000,0.5158447027206421
1517072778.9949148,8000,0.5347984433174133
1517076155.099563,10000,0.5231219530105591
1517079515.747633,12000,0.5579537749290466
1517082867.6237462,14000,0.5246650576591492
1517086279.142353,16000,0.5533781051635742
1517089545.8062499,18000,0.5371200442314148
1517092871.7228754,20000,0.5463305711746216
1517096144.54013,22000,0.5458393096923828
1517099441.2182527,24000,0.5197464227676392
1517102819.5037491,26000,0.5398428440093994
1517106122.0959914,28000,0.554298996925354
1517109498.29109,30000,0.5340866446495056
1517112872.055116,32000,0.5105957388877869
1517116201.19539,34000,0.497799277305603
1517119533.8797266,36000,0.5244302153587341
1517122868.401609,38000,0.528462827205658
1517126202.3715324,40000,0.5267752408981323
1517129467.4575217,42000,0.5285417437553406
1517132797.8659298,44000,0.5294233560562134
1517136098.344044,46000,0.5418605208396912
1517139479.7641964,48000,0.5466575622558594
1517142762.4603045,50000,0.5170999765396118
1517146048.7277012,52000,0.5378623604774475
1517149343.8246398,54000,0.5439386367797852
1517152646.5881023,56000,0.5402672290802002
1517156006.9965825,58000,0.5315014123916626
1517159285.534065,60000,0.5264363288879395
1517162582.1709273,62000,0.5689402222633362
1517165879.2212667,64000,0.531132161617279
1517169161.1662228,66000,0.5588442087173462
1517172482.13478,68000,0.5523683428764343
1517175836.575334,70000,0.557919442653656
1517179183.60244,72000,0.560600221157074
1517182612.7204297,74000,0.4993184804916382
1517185948.5270553,76000,0.5122882127761841
1517189354.571191,78000,0.5554590821266174
1517192699.4912221,80000,0.5239376425743103
1517195961.671804,82000,0.5191310048103333
1517199238.1248908,84000,0.49197646975517273
1517202530.5359778,86000,0.566286563873291
1517205905.4701374,88000,0.5456225275993347
1517209224.8066428,90000,0.5484205484390259
1517212558.410608,92000,0.5492181777954102
1517215930.822224,94000,0.4947498142719269
1517219259.9085777,96000,0.5458160042762756
1517222459.3109972,98000,0.5268512964248657
1517225801.4868426,100000,0.5408783555030823
1517229038.0289838,102000,0.5146204829216003
