Wall time,Step,Value
1517028348.6845276,42,3.923276424407959
1517028453.3647585,167,1.3417435884475708
1517028505.2961676,229,1.4405771493911743
1517028710.4972029,474,0.639168918132782
1517028762.335041,536,0.796638011932373
1517028798.4302676,579,0.8014399409294128
1517028804.475443,586,0.7830526828765869
1517028844.641382,634,0.6602914333343506
1517028855.4425967,647,0.8348618149757385
1517028911.5590303,714,0.7564748525619507
1517028990.0755742,808,0.5093929767608643
1517029162.76726,1014,0.6565570831298828
1517029427.98296,1333,0.4945036768913269
1517029470.667526,1385,0.5005669593811035
1517029476.3674388,1392,0.43433845043182373
1517029512.1519208,1436,0.4063482880592346
1517029756.5067341,1734,0.44963961839675903
1517029758.838671,1737,0.38156434893608093
1517029873.5186205,1877,0.4152642786502838
1517029906.3912027,1917,0.4183795154094696
1517030004.350663,2036,0.34250909090042114
1517030226.4615755,2307,0.2997751832008362
1517030294.219355,2389,0.40451639890670776
1517030372.5013902,2485,0.394027978181839
1517030373.192393,2486,0.5131527185440063
1517030536.802897,2685,0.4067395329475403
1517030825.3983035,3038,0.326418399810791
1517030983.3370988,3230,0.33872467279434204
1517030996.3386104,3246,0.23177027702331543
1517031045.0011618,3305,0.3487304747104645
1517031301.5562165,3618,0.34186768531799316
1517031303.1957688,3620,0.37818920612335205
1517031344.5753443,3670,0.30111703276634216
1517031468.300582,3821,0.3616524934768677
1517031578.0200555,3956,0.32963553071022034
1517031874.310919,4317,0.3600550591945648
1517031942.2175455,4400,0.32722577452659607
1517032017.5381854,4492,0.3037717044353485
1517032031.4241743,4509,0.33458417654037476
1517032168.5723164,4676,0.37340283393859863
1517032411.3304698,4971,0.4059121608734131
1517032546.6763742,5134,0.3246701955795288
1517032720.6007092,5345,0.29458609223365784
1517032731.9814124,5359,0.3335663378238678
1517033031.8728652,5723,0.3910733461380005
1517033147.2854846,5864,0.3075501620769501
1517033182.55646,5907,0.3069175183773041
1517033251.3278027,5990,0.4201700687408447
1517033424.4280884,6200,0.21156710386276245
1517033439.8842177,6219,0.3366241157054901
1517033835.038011,6699,0.29062944650650024
1517033844.7264242,6711,0.40717342495918274
1517033961.1514907,6854,0.3857424557209015
1517034053.8090467,6966,0.3208704888820648
1517034209.248315,7155,0.2979007363319397
1517034459.1747003,7460,0.30217063426971436
1517034461.5948577,7463,0.3407549262046814
1517034735.6514707,7798,0.28139933943748474
1517034764.2906268,7833,0.381736695766449
1517034955.053094,8066,0.33454012870788574
1517035048.2870631,8180,0.31970900297164917
1517035081.5201948,8221,0.3276920020580292
1517035307.6521077,8498,0.3420238494873047
1517035315.8364496,8508,0.2832260727882385
1517035618.5253012,8878,0.31697767972946167
1517035665.1344552,8935,0.2587672770023346
1517035931.317717,9260,0.43785253167152405
1517036101.0789974,9468,0.25431472063064575
1517036171.222652,9554,0.3698906898498535
1517036181.809777,9567,0.3136132061481476
1517036289.8257344,9698,0.3596949279308319
1517038960.3409946,10399,0.26489362120628357
1517039026.7306278,10479,0.3344019949436188
1517039062.145645,10522,0.26542314887046814
1517039132.7473185,10607,0.3470247983932495
1517039276.3816977,10780,0.36868366599082947
1517039377.6548245,10902,0.3364845812320709
1517039380.0318832,10905,0.3059603273868561
1517039430.0649626,10966,0.34996113181114197
1517039475.0731318,11020,0.28767070174217224
1517039541.865957,11102,0.309153288602829
1517039895.6221745,11532,0.2897150218486786
1517039923.751512,11566,0.38714486360549927
1517040022.2235298,11685,0.32049450278282166
1517040083.3824384,11759,0.41887974739074707
1517040256.6118171,11969,0.3336911201477051
1517040260.820343,11974,0.32042309641838074
1517040418.8847759,12164,0.27621927857398987
1517040522.843154,12290,0.30081215500831604
1517041007.4962978,12877,0.2676750719547272
1517041137.634995,13034,0.3237003684043884
1517041159.7483768,13061,0.2525451183319092
1517041602.20821,13597,0.252522349357605
1517041621.2862983,13620,0.23587828874588013
1517041778.444436,13810,0.2639487385749817
1517042118.6700337,14221,0.33405065536499023
1517042179.1112516,14294,0.3167113959789276
1517042215.8185508,14338,0.32559072971343994
1517042306.2228541,14447,0.29410964250564575
1517042464.4744916,14638,0.33697429299354553
1517042489.2556329,14668,0.29536011815071106
1517042580.896957,14779,0.26913103461265564
1517042659.086163,14873,0.329166978597641
1517043154.7234406,15473,0.2824622690677643
1517043394.613469,15764,0.3804074227809906
1517043684.8030417,16116,0.43929317593574524
1517043853.5816455,16321,0.31663990020751953
1517044297.2200675,16857,0.3603084087371826
1517044470.6902258,17066,0.25167399644851685
1517044496.1630416,17097,0.33329129219055176
1517044678.2398329,17317,0.3714185953140259
1517044696.2732604,17339,0.36416876316070557
1517044864.838659,17543,0.2736094295978546
1517044876.2946672,17557,0.3008001446723938
1517045615.8255682,18451,0.2552715837955475
1517046166.0525885,19116,0.3087629973888397
1517046209.784835,19169,0.27765387296676636
1517046508.9307396,19531,0.3418576717376709
1517046599.2495663,19640,0.2961343228816986
1517046610.633158,19654,0.19406801462173462
1517046674.8080328,19731,0.2941019833087921
1517046892.8789198,19995,0.3585472106933594
1517049274.8666873,20053,0.2438642382621765
1517049282.2911472,20062,0.25933921337127686
1517049432.9630597,20244,0.24171781539916992
1517049439.5554771,20252,0.36141055822372437
1517049497.8866663,20323,0.3382149636745453
1517049594.41852,20440,0.24553360044956207
1517049675.9911458,20539,0.3139346241950989
1517049708.3868399,20578,0.3308444023132324
1517049874.360656,20779,0.26455381512641907
1517049876.7570777,20782,0.2878454327583313
1517049936.8260276,20855,0.368014931678772
1517050124.3634026,21080,0.21474160254001617
1517050177.305943,21144,0.2874217927455902
1517050250.7864404,21232,0.26671430468559265
1517050323.293181,21319,0.2730940580368042
1517050493.406254,21523,0.27240777015686035
1517050764.9548612,21848,0.3954582214355469
1517051097.3434267,22245,0.19424860179424286
1517051168.553105,22330,0.373350590467453
1517051191.9176788,22358,0.3336043357849121
1517051842.7122197,23138,0.3166886866092682
1517051851.0121772,23148,0.2610417604446411
1517051887.5632184,23192,0.28505614399909973
1517051965.4344726,23286,0.22850820422172546
1517052027.7903113,23361,0.32947325706481934
1517052082.3657115,23427,0.2956770360469818
1517052176.3632846,23540,0.3328236937522888
1517052284.2911563,23670,0.2859858274459839
1517052293.2981794,23681,0.41158950328826904
1517052310.055584,23701,0.24757663905620575
1517052505.9363923,23938,0.2525358498096466
1517052678.5389185,24147,0.2855958044528961
1517052790.524203,24282,0.2813268303871155
1517052792.135033,24284,0.24853505194187164
1517052823.9621525,24322,0.30557921528816223
