Wall time,Step,Value
1517059710.2121868,0,0.2321985810995102
1517062974.690014,2000,0.24164636433124542
1517066154.645227,4000,0.24029584228992462
1517069503.9206913,6000,0.26937761902809143
1517072778.9949148,8000,0.22146423161029816
1517076155.099563,10000,0.24705706536769867
1517079515.747633,12000,0.2121351659297943
1517082867.6237462,14000,0.2713390588760376
1517086279.142353,16000,0.2397480607032776
1517089545.8062499,18000,0.246489018201828
1517092871.7228754,20000,0.2575300633907318
1517096144.54013,22000,0.2461123913526535
1517099441.2182527,24000,0.21210789680480957
1517102819.5037491,26000,0.24463002383708954
1517106122.0959914,28000,0.24282343685626984
1517109498.29109,30000,0.2841012179851532
1517112872.055116,32000,0.259352445602417
1517116201.19539,34000,0.2743290662765503
1517119533.8797266,36000,0.22626109421253204
1517122868.401609,38000,0.2572302222251892
1517126202.3715324,40000,0.26162201166152954
1517129467.4575217,42000,0.25307217240333557
1517132797.8659298,44000,0.24430416524410248
1517136098.344044,46000,0.2574406862258911
1517139479.7641964,48000,0.2487667351961136
1517142762.4603045,50000,0.24967420101165771
1517146048.7277012,52000,0.25985056161880493
1517149343.8246398,54000,0.24609993398189545
1517152646.5881023,56000,0.24870459735393524
1517156006.9965825,58000,0.23000872135162354
1517159285.534065,60000,0.24080440402030945
1517162582.1709273,62000,0.21307526528835297
1517165879.2212667,64000,0.22210611402988434
1517169161.1662228,66000,0.23483000695705414
1517172482.13478,68000,0.2591547667980194
1517175836.575334,70000,0.23627714812755585
1517179183.60244,72000,0.22579404711723328
1517182612.7204297,74000,0.24591773748397827
1517185948.5270553,76000,0.23301194608211517
1517189354.571191,78000,0.22217485308647156
1517192699.4912221,80000,0.2321508526802063
1517195961.671804,82000,0.28274282813072205
1517199238.1248908,84000,0.21678438782691956
1517202530.5359778,86000,0.23215524852275848
1517205905.4701374,88000,0.2699732780456543
1517209224.8066428,90000,0.2798722982406616
1517212558.410608,92000,0.23829685151576996
1517215930.822224,94000,0.26965034008026123
1517219259.9085777,96000,0.2494025081396103
1517222459.3109972,98000,0.2509137988090515
1517225801.4868426,100000,0.2667711675167084
1517229038.0289838,102000,0.24537703394889832
